Location,Stone No,Report No,Lab,Shape,Carats,Color,Clarity,Cut,Polish,Sym,Flour,Measurement,Diameter (MM),Depth %,Table %,Key To Symbols,Amount$,BGM
HK,G25-9044,6545324412,IGI,OVAL,0.4,G,SI1,,EX,VG,FNT,5.90 * 4.11 * 2.58,-,62.7,61,"Crystal, Feather",282,NO BGM
VN,G25-2831,6535902601,IGI,OVAL,0.4,G,SI1,,VG,VG,FNT,5.73 * 4.09 * 2.58,-,63,60,Twinning Wisp,282,NO BGM
IND,S25-4248,6542326744,IGI,OVAL,0.4,G,SI2,,EX,GD,NON,5.71 * 4.06 * 2.63,-,64.7,61,"Cloud, Feather",254.8,NO BGM
HK,G25-4518,6535907587,IGI,OVAL,0.4,H,VVS1,,EX,EX,NON,6.08 * 4.19 * 2.56,-,61.1,61,"Pinpoint, Feather",334.4,NO BGM
VN,S25-3379,6531900870,IGI,OVAL,0.4,H,VVS1,,VG,VG,NON,6.02 * 4.13 * 2.62,-,63.3,61,Feather,326.8,NO BGM
IND,G25-5673,7541103667,IGI,OVAL,0.4,H,VVS1,,EX,VG,NON,5.80 * 4.15 * 2.55,-,61.4,57,"Feather, Indented Natural",323,NO BGM
HK,S25-1489,6535932886,IGI,OVAL,0.4,H,VVS1,,VG,VG,FNT,5.84 * 4.16 * 2.61,-,62.8,60,Feather,292.6,NO BGM
VN,G25-4417,6541016771,IGI,OVAL,0.4,H,VVS1,,VG,VG,FNT,5.75 * 4.09 * 2.60,-,63.5,56,"Pinpoint, Feather, Manufacturing Remnant, Extra Facet",292.6,NO BGM
IND,G25-7385,6545216828,IGI,OVAL,0.4,H,VVS2,,EX,VG,FNT,6.15 * 4.02 * 2.52,-,62.7,61,"Needle, Cloud, Pinpoint",298.8,NO BGM
HK,ZH-10834,7526043889,IGI,OVAL,0.4,H,VVS2,,EX,VG,FNT,5.89 * 4.16 * 2.63,-,63,60,"Cavity, Pinpoint",291.6,NO BGM
VN,S25-3759,5546275003,IGI,OVAL,0.4,H,VVS2,,EX,GD,FNT,5.72 * 4.08 * 2.64,-,64.9,60,"Cloud, Pinpoint, Natural",280.8,NO BGM
IND,S25-3059,3535904754,IGI,OVAL,0.4,H,VVS2,,VG,VG,FNT,5.63 * 4.07 * 2.61,-,64.2,57,"Feather, Indented Natural",288,NO BGM
HK,S25-3599,2544247787,IGI,OVAL,0.4,H,VS1,,EX,EX,MED,6.05 * 4.05 * 2.54,-,62.8,61,"Crystal, Indented Natural, Pinpoint, Needle",278.8,NO BGM
VN,IL25-89,6531559868,IGI,OVAL,0.4,H,VS1,,EX,EX,MED,5.98 * 4.12 * 2.55,-,61.9,62,"Crystal, Needle, Pinpoint, Cloud",278.8,NO BGM
IND,G25-8462,2548294329,IGI,OVAL,0.4,H,VS1,,EX,VG,MED,5.97 * 4.12 * 2.61,-,63.3,59,"Crystal, Pinpoint",265.2,NO BGM
HK,GG-88,5526975686,IGI,OVAL,0.4,H,VS1,,EX,EX,STG,5.69 * 4.06 * 2.62,-,64.6,58,"Crystal, Needle, Cloud",251.6,NO BGM
VN,GG-69,6522931645,IGI,OVAL,0.4,H,VS1,,EX,VG,FNT,5.67 * 4.03 * 2.59,-,64.4,59,"Crystal, Cavity, Needle",258.4,NO BGM
IND,IZ25-130,2537614617,IGI,OVAL,0.4,H,VS1,,EX,VG,MED,5.74 * 4.09 * 2.60,-,63.5,58,"Cloud, Crystal",261.8,NO BGM
HK,G25-6535,2546163955,IGI,OVAL,0.4,H,VS1,,VG,VG,NON,5.73 * 4.07 * 2.62,-,64.4,60,"Crystal, Cloud, Pinpoint",306,NO BGM
VN,S25-4292,7542326723,IGI,OVAL,0.4,H,VS1,,EX,VG,NON,5.49 * 4.07 * 2.74,-,67.3,60,"Crystal, Cloud, Needle, Pinpoint",299.2,NO BGM
IND,S25-3840,3545285349,IGI,OVAL,0.4,H,VS1,,EX,VG,FNT,5.61 * 4.13 * 2.70,-,65.3,60,"Indented Natural, Pinpoint",272,NO BGM
HK,S25-3858,1547292820,IGI,OVAL,0.4,H,VS2,,VG,VG,NON,6.08 * 4.14 * 2.52,-,60.8,59,"Knot, Feather",307.2,NO BGM
VN,S25-3041,6532901306,IGI,OVAL,0.4,H,VS2,,EX,VG,NON,5.87 * 4.08 * 2.61,-,63.8,59,"Feather, Cloud, Cavity",300.8,NO BGM
IND,G25-6044,2547130630,IGI,OVAL,0.4,H,VS2,,EX,VG,NON,5.80 * 4.13 * 2.62,-,63.5,60,"Crystal, Feather",300.8,NO BGM
HK,G25-9180,1548332419,IGI,OVAL,0.4,H,VS2,,EX,VG,NON,5.75 * 4.10 * 2.59,-,63.1,60,"Crystal, Cloud",300.8,NO BGM
VN,S25-4200,1545326674,IGI,OVAL,0.4,H,VS2,,VG,VG,FNT,5.71 * 4.07 * 2.64,-,64.8,62,Indented Natural,272,NO BGM
IND,IF25-79,2538266550,IGI,OVAL,0.4,H,SI1,,EX,VG,NON,6.34 * 4.09 * 2.46,-,60.1,57,Twinning Wisp,294,NO BGM
HK,G25-5203,2547070762,IGI,OVAL,0.4,H,SI1,,EX,VG,NON,5.73 * 4.09 * 2.64,-,64.6,59,"Crystal, Feather",288.4,NO BGM
VN,G25-5245,6531916332,IGI,OVAL,0.4,H,SI1,,EX,VG,NON,6.47 * 4.03 * 2.40,-,59.5,63,"Feather, Crystal",291.2,NO BGM
IND,G25-8389,7541284321,IGI,OVAL,0.4,H,SI2,,VG,GD,FNT,5.98 * 4.07 * 2.53,-,62.3,57,Twinning Wisp,230.4,NO BGM
HK,G25-5356,7543097126,IGI,OVAL,0.4,H,SI2,,VG,GD,MED,5.92 * 4.08 * 2.56,-,62.6,59,"Crystal, Cloud, Feather",220.8,NO BGM
VN,S25-3856,3545286091,IGI,OVAL,0.4,H,SI2,,VG,GD,FNT,5.86 * 4.09 * 2.54,-,62.1,55,"Twinning Wisp, Feather",225.6,NO BGM
IND,IF25-74,1538266535,IGI,OVAL,0.4,I,VVS1,,EX,EX,NON,5.73 * 4.09 * 2.63,-,64.3,58,Feather,299.2,NO BGM
HK,S25-894,5533855994,IGI,OVAL,0.4,I,VVS2,,VG,VG,FNT,5.63 * 4.05 * 2.70,-,66.6,57,"Pinpoint, Indented Natural, Feather",262.4,NO BGM
VN,IX25-64,6531526247,IGI,OVAL,0.4,I,VS1,,EX,VG,STG,5.76 * 4.11 * 2.58,-,62.9,57,"Crystal, Pinpoint, Indented Natural",234,NO BGM
IND,G25-1257,7538803489,IGI,OVAL,0.4,I,VS2,,EX,VG,MED,6.02 * 4.16 * 2.58,-,62.1,59,"Crystal, Cloud, Feather, Indented Natural",252,NO BGM
HK,BBW-107,6532356932,IGI,OVAL,0.4,I,VS2,,VG,VG,NON,6.08 * 4.03 * 2.55,-,63.3,60,Feather,280,NO BGM
VN,GQ-292,7538492051,IGI,OVAL,0.4,I,VS2,,EX,EX,STG,5.69 * 4.06 * 2.59,-,63.8,58,"Crystal, Feather",229.6,NO BGM
IND,G25-7487,1545224583,IGI,OVAL,0.4,I,VS2,,EX,EX,STG,5.94 * 4.10 * 2.61,-,63.6,58,"Cloud, Crystal",229.6,NO BGM
HK,GD-1671,5523730608,IGI,OVAL,0.4,I,VS2,,EX,VG,NON,5.76 * 4.11 * 2.60,-,63.4,60,"Crystal, Cloud",274.4,NO BGM
VN,G25-6109,6541141704,IGI,OVAL,0.4,I,VS2,,EX,VG,NON,5.77 * 4.12 * 2.63,-,64,59,"Crystal, Cloud",274.4,NO BGM
IND,G25-7448,7541224404,IGI,OVAL,0.4,I,VS2,,EX,VG,FNT,5.72 * 4.09 * 2.58,-,63,61,"Feather, Indented Natural, Crystal, Cavity",257.6,NO BGM
HK,G25-7772,6542248861,IGI,OVAL,0.4,I,VS2,,VG,VG,NON,5.87 * 4.08 * 2.57,-,63,61,"Crystal, Feather",274.4,NO BGM
VN,IL25-24,1533577713,IGI,OVAL,0.4,I,SI1,,VG,VG,MED,6.17 * 4.00 * 2.51,-,62.8,60,Twinning Wisp,234,NO BGM
IND,G25-4741,1548042995,IGI,OVAL,0.4,I,SI1,,EX,EX,FNT,5.90 * 4.11 * 2.54,-,61.7,60,"Crystal, Feather",244.4,NO BGM
HK,S25-4249,7548332572,IGI,OVAL,0.4,I,SI1,,EX,VG,NON,5.74 * 4.10 * 2.65,-,64.5,57,"Crystal, Cloud, Indented Natural",254.8,NO BGM
VN,G25-8126,6545265555,IGI,OVAL,0.4,I,SI1,,EX,VG,MED,5.82 * 4.07 * 2.59,-,63.5,58,"Crystal, Cloud",228.8,NO BGM
IND,IX25-119,3535605058,IGI,OVAL,0.4,I,SI2,,EX,VG,NON,5.99 * 4.08 * 2.55,-,62.4,60,Twinning Wisp,233.2,NO BGM
HK,IO25-78,7536415486,IGI,OVAL,0.4,J,IF,,EX,VG,NON,5.88 * 4.13 * 2.58,-,62.4,59,Minor Details of Polish,326.4,NO BGM
VN,HZ-49,713542284,IGI,OVAL,0.4,J,VVS1,,EX,EX,SLT,5.93 * 4.08 * 2.54,-,62.3,60,,210,NO BGM
IND,S25-2459,6542121564,IGI,OVAL,0.4,J,VVS1,,EX,VG,FNT,6.02 * 4.15 * 2.50,-,60.2,59,Feather,276,NO BGM
HK,G25-5678,2546103750,IGI,OVAL,0.4,J,VVS1,,EX,VG,NON,5.77 * 4.12 * 2.59,-,62.9,59,Feather,288,NO BGM
VN,G25-8019,2548256533,IGI,OVAL,0.4,J,VVS1,,EX,VG,MED,5.76 * 4.10 * 2.60,-,63.4,57,"Cloud, Pinpoint, Indented Natural, Feather",264,NO BGM
IND,IM25-243,6532592526,IGI,OVAL,0.4,J,VVS2,,EX,VG,STG,6.02 * 4.13 * 2.52,-,61.1,58,"Pinpoint, Feather",229.6,NO BGM
HK,S25-2927,2547197190,IGI,OVAL,0.4,J,VS1,,EX,EX,FNT,5.90 * 4.06 * 2.56,-,63.1,60,"Crystal, Cloud, Needle, Indented Natural",249.6,NO BGM
VN,G25-3628,2534953158,IGI,OVAL,0.4,J,VS1,,EX,VG,MED,5.73 * 4.08 * 2.58,-,63.3,60,"Crystal, Indented Natural",218.4,NO BGM
IND,ZH-8392,7511319864,IGI,OVAL,0.4,J,VS1,,EX,VG,FNT,5.63 * 4.17 * 2.58,-,61.9,60,"Feather, Pinpoint, Indented Natural",228.8,NO BGM
HK,G25-3558,3535952921,IGI,OVAL,0.4,J,SI1,,EX,GD,MED,5.87 * 4.10 * 2.59,-,63.1,59,"Twinning Wisp, Feather",196.8,NO BGM
VN,FR-51,3535044340,IGI,OVAL,0.4,K,VVS2,,EX,VG,NON,5.68 * 4.05 * 2.60,-,64.2,58,"Pinpoint, Cloud",254.4,NO BGM
IND,IZ25-163,1539609317,IGI,OVAL,0.39,E,VS1,,EX,VG,FNT,5.76 * 4.10 * 2.61,-,63.7,59,"Feather, Pinpoint",280.8,NO BGM
HK,FT-135,6521129094,IGI,OVAL,0.38,E,SI2,,VG,VG,STG,6.28 * 3.96 * 2.38,-,60.1,60,"Crystal, Feather",207.48,NO BGM
VN,S25-2036,6532774363,IGI,OVAL,0.38,G,SI2,,VG,VG,MED,5.88 * 4.00 * 2.52,-,63.2,60,"Twinning Wisp, Crystal, Feather",209,NO BGM
IND,G25-932,2516183257,IGI,OVAL,0.37,D,VVS1,,VG,VG,NON,5.75 * 4.05 * 2.44,-,60.3,58,Cloud  Indented Natural  Cavity,331.89,NO BGM
HK,FR-81,2526985734,IGI,OVAL,0.37,E,VVS2,,EX,EX,FNT,5.78 * 3.98 * 2.50,-,62.7,62,"Pinpoint, Indented Natural, Surface Graining",281.2,NO BGM
VN,IX25-76,6532592668,IGI,OVAL,0.37,E,SI1,,EX,VG,NON,5.85 * 3.97 * 2.51,-,63.3,58,Crystal,258.07,NO BGM
IND,G25-4601,6535985842,IGI,OVAL,0.37,H,SI1,,EX,VG,NON,5.86 * 4.04 * 2.44,-,60.4,57,Twinning Wisp,257.52,NO BGM
HK,G25-9201,1545300950,IGI,OVAL,0.36,D,VVS1,,EX,VG,STG,6.13 * 3.85 * 2.41,-,62.6,60,"Feather, Surface Graining",244.26,NO BGM
VN,G25-3000,7538915917,IGI,OVAL,0.36,D,SI1,,EX,VG,NON,5.92 * 3.97 * 2.41,-,60.7,60,Twinning Wisp,259.2,NO BGM
IND,S25-3634,1549275179,IGI,OVAL,0.36,F,VS1,,EX,EX,NON,5.78 * 3.98 * 2.44,-,61.2,57,"Feather, Pinpoint",281.52,NO BGM
HK,G25-5662,1548102965,IGI,OVAL,0.36,F,VS2,,EX,EX,MED,5.70 * 3.93 * 2.45,-,62.5,60,"Twinning Wisp, Crystal, Feather",241.92,NO BGM
VN,HF-85,5536138947,IGI,OVAL,0.36,F,SI1,,VG,VG,NON,5.76 * 3.97 * 2.46,-,61.9,60,Twinning Wisp,236.88,NO BGM
IND,G25-1405,2536803430,IGI,OVAL,0.35,D,VS2,,EX,VG,NON,5.72 * 3.94 * 2.45,-,62.4,60,"Crystal, Cloud",267.75,NO BGM
HK,G25-1188,6532789960,IGI,OVAL,0.35,D,VS2,,VG,VG,NON,5.71 * 3.93 * 2.47,-,62.7,60,"Cloud, Crystal",267.75,NO BGM
VN,G25-714,7531399862,IGI,OVAL,0.35,D,SI1,,EX,VG,NON,5.67 * 3.95 * 2.48,-,62.8,59,"Cloud, Crystal, Feather",246.4,NO BGM
IND,IA25-104,5533491043,IGI,OVAL,0.35,E,IF,,VG,VG,MED,5.72 * 3.93 * 2.49,-,63.2,58,"Surface Graining, Minor Details of Polish",297.85,NO BGM
HK,G25-7675,3545234126,IGI,OVAL,0.35,E,VVS1,,EX,VG,MED,5.83 * 3.89 * 2.41,-,61.9,61,Feather,235.2,NO BGM
VN,G25-7722,7542248692,IGI,OVAL,0.35,F,IF,,EX,EX,MED,6.21 * 3.88 * 2.31,-,59.5,61,"Surface Graining, Minor Details of Polish",279.3,NO BGM
IND,G25-936,7528766195,IGI,OVAL,0.35,F,VVS1,,VG,EX,NON,5.70 * 3.91 * 2.42,-,62.1,61,Cloud  Feather  Surface Graining,292.6,NO BGM
HK,G25-4974,6541064711,IGI,OVAL,0.35,F,VS2,,VG,VG,NON,5.70 * 3.92 * 2.46,-,62.7,58,Crystal,263.2,NO BGM
VN,G25-4591,1547015938,IGI,OVAL,0.35,H,VVS1,,EX,VG,NON,5.77 * 3.96 * 2.42,-,61.1,59,Feather,255.85,NO BGM
IND,G25-9039,2544324680,IGI,OVAL,0.35,H,VS1,,EX,VG,FNT,6.10 * 3.86 * 2.33,-,60.4,57,Feather,231,NO BGM
HK,G25-7963,2547256741,IGI,OVAL,0.35,H,VS1,,EX,VG,MED,5.68 * 3.91 * 2.45,-,62.8,61,"Crystal, Pinpoint",210,NO BGM
VN,HQ-111,6532201785,IGI,OVAL,0.34,D,VVS1,,EX,VG,FNT,5.90 * 3.83 * 2.36,-,61.6,60,Pinpoint,273.7,NO BGM
IND,G25-5359,2546092220,IGI,OVAL,0.34,D,VVS2,,EX,VG,MED,5.66 * 3.90 * 2.44,-,62.5,60,"Pinpoint, Feather, Surface Graining",249.9,NO BGM
HK,G25-5361,2547085512,IGI,OVAL,0.34,D,VS2,,EX,VG,NON,5.63 * 3.88 * 2.44,-,62.9,60,Crystal,262.55,NO BGM
VN,G25-5128,6541064714,IGI,OVAL,0.34,D,VS2,,EX,VG,NON,5.62 * 3.87 * 2.42,-,62.6,60,"Cloud, Crystal",260.1,NO BGM
IND,GM-353,6532292253,IGI,OVAL,0.34,E,VVS2,,EX,EX,MED,5.75 * 3.96 * 2.37,-,59.8,61,"Needle, Pinpoint, Cloud, Feather",245.48,NO BGM
HK,G25-4478,1545004038,IGI,OVAL,0.34,E,VS1,,VG,EX,NON,5.72 * 3.94 * 2.48,-,62.9,60,Feather,269.28,NO BGM
VN,IF25-78,7531484785,IGI,OVAL,0.34,F,IF,,VG,VG,STG,5.70 * 3.91 * 2.45,-,62.6,59,"Natural, Minor Details of Polish",249.9,NO BGM
IND,G25-940,7528244731,IGI,OVAL,0.34,F,VVS1,,VG,VG,MED,5.46 * 3.85 * 2.46,-,63.9,58,Pinpoint  Feather,216.41,NO BGM
HK,S25-1402,2536908718,IGI,OVAL,0.34,F,VVS2,,EX,EX,NON,5.73 * 3.94 * 2.47,-,62.7,60,"Cloud, Pinpoint, Indented Natural",275.4,NO BGM
VN,S25-2267,3545092169,IGI,OVAL,0.34,F,VS1,,EX,EX,FNT,5.60 * 3.85 * 2.44,-,63.4,59,"Crystal, Needle, Pinpoint",248.54,NO BGM
IND,G25-7876,1543248467,IGI,OVAL,0.34,F,VS1,,EX,GD,MED,5.68 * 3.90 * 2.42,-,62,61,"Cloud, Crystal, Needle, Pinpoint",219.64,NO BGM
HK,G25-5206,3545071627,IGI,OVAL,0.34,F,VS2,,EX,VG,NON,5.71 * 3.93 * 2.45,-,62.2,60,"Cloud, Crystal, Feather",255.68,NO BGM
VN,G25-5939,7543122362,IGI,OVAL,0.34,F,SI1,,EX,VG,FNT,5.74 * 3.95 * 2.41,-,61,61,"Feather, Crystal",214.2,NO BGM
IND,G25-939,7523298159,IGI,OVAL,0.34,F,SI1,,VG,VG,NON,5.56 * 3.95 * 2.39,-,60.5,59,Crystal  Feather,223.72,NO BGM
HK,IL25-96,6531561791,IGI,OVAL,0.34,G,VVS1,,EX,EX,MED,5.64 * 3.88 * 2.42,-,62.3,60,Pinpoint,232.56,NO BGM
VN,BBY-222,7536479313,IGI,OVAL,0.34,G,VVS1,,EX,VG,MED,5.65 * 3.89 * 2.47,-,63.4,59,Feather,226.44,NO BGM
IND,IM25-402,1539657643,IGI,OVAL,0.34,G,VVS1,,EX,VG,MED,5.63 * 3.87 * 2.44,-,63.1,61,Pinpoint,226.44,NO BGM
HK,HC-56,7538064288,IGI,OVAL,0.34,G,SI1,,VG,VG,NON,5.71 * 3.87 * 2.45,-,63.2,58,"Crystal, Etch Channel",225.42,NO BGM
VN,IU25-205,1535526362,IGI,OVAL,0.34,H,VS1,,EX,EX,MED,5.71 * 3.90 * 2.39,-,61.3,60,"Crystal, Needle",209.1,NO BGM
IND,G25-7169,6541207018,IGI,OVAL,0.34,H,VS1,,EX,VG,MED,5.75 * 3.95 * 2.39,-,60.6,58,Crystal,204,NO BGM
HK,G25-8299,6542275733,IGI,OVAL,0.34,H,VS1,,EX,VG,MED,5.63 * 3.86 * 2.42,-,62.7,59,"Crystal, Pinpoint",204,NO BGM
VN,G25-5934,6541122364,IGI,OVAL,0.34,H,VS2,,EX,VG,FNT,5.63 * 3.88 * 2.43,-,62.5,59,Crystal,228.48,NO BGM
IND,G25-7435,3545224398,IGI,OVAL,0.34,H,VS2,,EX,VG,FNT,5.68 * 3.92 * 2.43,-,62.1,61,Crystal,228.48,NO BGM
HK,G25-941,6525301476,IGI,OVAL,0.34,H,SI1,,VG,VG,FNT,5.90 * 3.93 * 2.30,-,58.6,57,Crystal,208.08,NO BGM
VN,G25-7315,6541216768,IGI,OVAL,0.33,D,VVS1,,EX,VG,FNT,5.69 * 3.91 * 2.39,-,61.1,61,"Pinpoint, Cavity, Feather, Surface Graining",265.65,NO BGM
IND,BCF-74,7536604640,IGI,OVAL,0.33,D,VS1,,EX,EX,MED,5.61 * 3.86 * 2.44,-,63.2,60,"Crystal, Cavity, Indented Natural, Pinpoint",238.26,NO BGM
HK,G25-2188,7536863424,IGI,OVAL,0.33,D,VS1,,EX,VG,NON,5.61 * 3.84 * 2.43,-,63.2,58,"Feather, Pinpoint",279.01,NO BGM
VN,GG-67,2534031556,IGI,OVAL,0.33,D,VS1,,EX,VG,MED,5.65 * 3.87 * 2.41,-,62.3,61,Crystal,231.99,NO BGM
IND,S25-3455,6541257104,IGI,OVAL,0.33,D,VS2,,EX,VG,FNT,5.59 * 3.83 * 2.41,-,62.8,60,"Crystal, Feather",237.6,NO BGM
HK,G25-2599,6535880851,IGI,OVAL,0.33,D,SI1,,EX,VG,STG,5.61 * 3.87 * 2.41,-,62.4,60,Crystal,200.64,NO BGM
VN,G25-7494,2547224533,IGI,OVAL,0.33,E,IF,,EX,VG,MED,5.68 * 3.91 * 2.36,-,60.4,61,"Surface Graining, Minor Details of Polish",280.83,NO BGM
IND,GQ-350,3535577657,IGI,OVAL,0.33,E,IF,,VG,VG,FNT,5.80 * 3.86 * 2.36,-,61.1,61,Minor Details of Polish,288.42,NO BGM
HK,G25-7597,2548234129,IGI,OVAL,0.33,E,VVS2,,EX,EX,MED,5.71 * 3.93 * 2.40,-,61.1,61,"Pinpoint, Indented Natural",235.13,NO BGM
VN,S25-3835,2546291116,IGI,OVAL,0.33,E,VVS2,,VG,VG,MED,5.83 * 3.71 * 2.35,-,63.5,62,"Feather, Pinpoint, Indented Natural",231.99,NO BGM
IND,G25-4759,3545043022,IGI,OVAL,0.33,E,VS1,,EX,VG,FNT,5.68 * 3.86 * 2.41,-,62.5,59,"Crystal, Cloud, Needle",243.54,NO BGM
HK,EV-87,3525753206,IGI,OVAL,0.33,F,IF,,EX,VG,MED,5.66 * 3.84 * 2.36,-,61.5,60,Minor Details of Polish,256.41,NO BGM
VN,ET-179,1519728758,IGI,OVAL,0.33,F,VVS2,,VG,VG,STG,5.64 * 3.85 * 2.40,-,62.2,61,"Pinpoint, Internal Graining, Feather",207.9,NO BGM
IND,S25-2939,7543197376,IGI,OVAL,0.33,F,VS1,,EX,VG,MED,5.64 * 3.89 * 2.45,-,62.9,61,"Crystal, Pinpoint",218.79,NO BGM
HK,GL-202,7526959085,IGI,OVAL,0.33,F,VS1,,EX,VG,MED,5.67 * 3.81 * 2.39,-,62.8,61,Crystal,218.79,NO BGM
VN,G25-3609,2536952716,IGI,OVAL,0.33,F,VS2,,EX,VG,NON,6.02 * 3.79 * 2.25,-,59.3,61,"Cloud, Crystal",248.16,NO BGM
IND,S25-3315,1543234021,IGI,OVAL,0.33,G,VVS1,,EX,EX,MED,5.58 * 3.83 * 2.41,-,63.1,57,"Pinpoint, Feather, Indented Natural",225.72,NO BGM
HK,G25-7729,6542248899,IGI,OVAL,0.33,G,VVS1,,EX,VG,MED,5.85 * 3.83 * 2.35,-,61.2,61,Feather,219.78,NO BGM
VN,ZH-10864,6522574309,IGI,OVAL,0.33,G,VVS2,,EX,EX,FNT,5.62 * 3.86 * 2.34,-,60.7,59,"Feather, Pinpoint, Indented Natural",230.01,NO BGM
IND,G25-2895,6532901995,IGI,OVAL,0.33,G,VS2,,EX,EX,STG,5.62 * 3.86 * 2.43,-,62.9,60,Crystal,193.05,NO BGM
HK,G25-945,5536061153,IGI,OVAL,0.33,H,VVS1,,EX,VG,MED,5.60 * 3.94 * 2.47,-,62.5,61,Pinpoint  Internal Graining  Feather,207.57,NO BGM
VN,G25-7880,6541249042,IGI,OVAL,0.33,H,VS1,,EX,VG,MED,5.58 * 3.82 * 2.42,-,63.2,59,"Crystal, Pinpoint, Needle",198,NO BGM
IND,GZ-280,1232609243,IGI,OVAL,0.33,K,VS1,,EX,EX,NON,5.61 * 3.86 * 2.39,-,61.7,61,"Cloud, Crystal",163.35,NO BGM
HK,S25-3687,6545257056,IGI,OVAL,0.32,D,IF,,EX,VG,MED,5.57 * 3.83 * 2.40,-,62.6,62,Minor Details of Polish,384,NO BGM
VN,G25-8962,5546308193,IGI,OVAL,0.32,D,IF,,EX,VG,MED,5.54 * 3.82 * 2.39,-,62.6,61,"Surface Graining, Minor Details of Polish",384,NO BGM
IND,DX-138,5513557512,IGI,OVAL,0.32,D,VVS1,,VG,VG,FNT,5.59 * 3.81 * 2.32,-,60.9,60,Pinpoint,253.92,NO BGM
HK,GT-176,5523874631,IGI,OVAL,0.32,D,VS1,,EX,VG,NON,5.77 * 3.84 * 2.33,-,60.6,59,"Crystal, Feather, Cloud",270.56,NO BGM
VN,G25-946,6525467250,IGI,OVAL,0.32,E,VVS1,,VG,VG,NON,5.62 * 3.85 * 2.41,-,62.6,59,Cloud  Feather,272.16,NO BGM
IND,G25-8408,7548294460,IGI,OVAL,0.32,E,VVS2,,EX,VG,NON,5.65 * 3.88 * 2.33,-,60.1,58,"Pinpoint, Surface Graining",261.44,NO BGM
HK,G25-6456,6532962359,IGI,OVAL,0.32,E,VVS2,,EX,VG,NON,5.61 * 3.77 * 2.33,-,61.9,57,Feather  Pinpoint,261.44,NO BGM
VN,G25-2171,2537550211,IGI,OVAL,0.32,E,VS1,,EX,GD,NON,5.74 * 3.83 * 2.32,-,60.7,60,"Crystal, Cloud, Feather, Needle",224.64,NO BGM
IND,GM-204,2536279117,IGI,OVAL,0.32,F,IF,,EX,VG,MED,5.68 * 3.79 * 2.36,-,62.4,58,Minor Details of Polish,248.64,NO BGM
HK,G25-6375,6541150700,IGI,OVAL,0.32,F,VVS2,,EX,VG,NON,5.55 * 3.80 * 2.40,-,63.2,57,"Cloud, Pinpoint, Surface Graining",253.44,NO BGM
VN,G25-6194,6542147016,IGI,OVAL,0.32,F,VVS2,,EX,VG,MED,5.76 * 3.81 * 2.29,-,60.1,61,"Needle, Pinpoint",213.12,NO BGM
IND,IK25-145,6531559822,IGI,OVAL,0.32,F,VS1,,EX,GD,MED,5.89 * 3.79 * 2.26,-,59.6,61,"Crystal, Feather, Needle, Cloud",201.28,NO BGM
HK,S25-3771,5546275141,IGI,OVAL,0.32,F,VS2,,EX,VG,MED,5.49 * 3.79 * 2.40,-,63.5,61,Crystal,209.92,NO BGM
VN,G25-947,1533206420,IGI,OVAL,0.32,F,VS2,,VG,VG,NON,5.32 * 3.76 * 2.42,-,64.4,63,Crystal  Feather,235.52,NO BGM
IND,G25-6455,7533986523,IGI,OVAL,0.32,F,SI1,,VG,VG,NON,5.34 * 3.76 * 2.42,-,64.2,62,Feather  Crystal,210.56,NO BGM
HK,BBX-170,6532493000,IGI,OVAL,0.32,G,VVS2,,EX,EX,MED,5.94 * 3.73 * 2.24,-,60.2,58,Feather,212.16,NO BGM
VN,G25-8293,1547277701,IGI,OVAL,0.32,G,VS1,,EX,VG,NON,5.51 * 3.80 * 2.39,-,62.9,60,Crystal,235.52,NO BGM
IND,G25-9251,5546344564,IGI,OVAL,0.32,G,VS1,,EX,VG,NON,5.62 * 3.86 * 2.40,-,62.2,58,"Crystal, Pinpoint",235.52,NO BGM
HK,S25-1543,6531933090,IGI,OVAL,0.31,D,VVS2,,EX,VG,MED,5.76 * 3.75 * 2.22,-,59.2,62,Pinpoint,227.85,NO BGM
VN,S25-3316,7542234076,IGI,OVAL,0.31,D,VVS2,,VG,GD,MED,5.27 * 3.73 * 2.38,-,63.9,60,"Indented Natural, Feather, Manufacturing Remnant, Pinpoint",214.83,NO BGM
IND,G25-7050,3545198535,IGI,OVAL,0.31,D,SI1,,EX,VG,NON,5.73 * 3.74 * 2.27,-,60.9,58,Feather,220.72,NO BGM
HK,IK25-85,1533577700,IGI,OVAL,0.31,E,IF,,EX,VG,MED,5.54 * 3.80 * 2.35,-,61.7,59,Minor Details of Polish,263.81,NO BGM
VN,G25-6060,6545130542,IGI,OVAL,0.31,E,VVS1,,EX,VG,NON,5.58 * 3.83 * 2.38,-,62.3,58,"Internal Graining, Feather",263.65,NO BGM
IND,G25-711,2538500274,IGI,OVAL,0.31,E,VVS2,,VG,VG,MED,5.42 * 3.86 * 2.40,-,62.3,60,"Pinpoint, Feather",212.04,NO BGM
HK,G25-7791,2546256643,IGI,OVAL,0.31,E,VS1,,EX,VG,NON,5.49 * 3.78 * 2.36,-,62.4,61,"Crystal, Pinpoint",245.52,NO BGM
VN,S25-4287,1547333066,IGI,OVAL,0.31,E,VS1,,EX,VG,MED,5.68 * 3.81 * 2.26,-,59.3,60,"Crystal, Indented Natural",206.46,NO BGM
