Location,Stone No,Report No,Lab,Shape,Carats,Color,Clarity,Cut,Polish,Sym,Flour,Measurement,Diameter (MM),Depth %,Table %,Key To Symbols,Amount$,BGM
HK,S25-3503,6541247804,GIA,ROUND,0.54,J,VVS1,EX,EX,EX,MED,5.18 - 5.20 * 3.25,11.3,62.7,57,Pinpoint,344.25,NO BGM
VN,BBR-357,6535151619,GIA,ROUND,0.54,J,VVS2,EX,EX,EX,NON,5.18 - 5.21 * 3.24,11.3,62.4,57,"Cloud, Pinpoint",362.88,NO BGM
IND,FC-37,2517861368,GIA,ROUND,0.54,K,VVS1,EX,EX,EX,FNT,5.17 - 5.19 * 3.26,11.3,62.8,57,"Needle, Pinpoint, Surface Graining",336.15,NO BGM
HK,G25-2488,2536878714,GIA,ROUND,0.54,K,VVS1,EX,EX,EX,FNT,5.26 - 5.30 * 3.17,11.3,60,60,Pinpoint,340.2,NO BGM
VN,S25-2629,2547149960,GIA,ROUND,0.54,K,VVS2,EX,EX,EX,STG,5.17 - 5.20 * 3.27,11.3,63.1,56,"Pinpoint, Cloud",291.06,NO BGM
IND,S25-1845,741549192,GIA,ROUND,0.54,L,VVS1,EX,EX,EX,NON,5.19 - 5.23 * 3.26,11.3,62.6,58,,249.48,NO BGM
HK,FM-341,6525350893,GIA,ROUND,0.54,L,VVS1,EX,EX,EX,FNT,5.21 - 5.23 * 3.25,11.3,62.2,56,"Pinpoint, Feather",317.52,NO BGM
VN,BCH-27,6532645626,GIA,ROUND,0.54,L,VVS1,EX,EX,EX,MED,5.15 - 5.19 * 3.27,11.3,63.2,55,"Pinpoint, Feather",302.4,NO BGM
IND,CB-57,6505854051,GIA,ROUND,0.54,L,SI1,EX,EX,EX,FNT,5.18 - 5.22 * 3.26,11.3,62.8,56,"Feather, Crystal",255.42,NO BGM
HK,ZH-10140,6521699509,GIA,ROUND,0.53,D,VVS1,EX,EX,EX,NON,5.20 - 5.23 * 3.21,11.3,61.6,59,"Pinpoint, Internal Graining, Feather",991.1,NO BGM
VN,EQ-118,6511690279,GIA,ROUND,0.53,D,VVS1,EX,EX,EX,STG,5.16 - 5.19 * 3.24,11.3,62.7,57,"Pinpoint, Indented Natural",606.32,NO BGM
IND,EQ-90,2517690290,GIA,ROUND,0.53,D,VVS1,EX,EX,EX,STG,5.15 - 5.18 * 3.24,11.3,62.7,56,"Pinpoint, Surface Graining",606.32,NO BGM
HK,HZ-491,1537281925,GIA,ROUND,0.53,D,VVS2,EX,EX,EX,MED,5.16 - 5.18 * 3.23,11.3,62.4,57,"Feather, Pinpoint, Surface Graining",540.6,NO BGM
VN,FQ-277,5523084488,GIA,ROUND,0.53,D,VS1,EX,EX,EX,NON,5.17 - 5.19 * 3.26,11.3,62.8,56,"Crystal, Cloud, Pinpoint",645.54,NO BGM
IND,S25-3528,2544247838,GIA,ROUND,0.53,D,VS1,EX,EX,EX,MED,5.13 - 5.16 * 3.24,11.3,62.9,56,"Crystal, Feather, Indented Natural",526.82,NO BGM
HK,G25-8082,2547258964,GIA,ROUND,0.53,D,VS1,EX,EX,EX,MED,5.15 - 5.17 * 3.24,11.3,62.7,58,"Crystal, Cloud, Pinpoint",526.82,NO BGM
VN,AZE-89,2516035748,GIA,ROUND,0.53,D,VS1,EX,EX,EX,STG,5.17 - 5.19 * 3.26,11.3,62.8,56,"Crystal, Pinpoint",467.46,NO BGM
IND,BAW-103,7521314797,GIA,ROUND,0.53,D,VS1,EX,EX,EX,STG,5.14 - 5.17 * 3.26,11.3,63.3,56,"Crystal, Feather",467.46,NO BGM
HK,BBM-154,7522822137,GIA,ROUND,0.53,D,VS1,EX,EX,EX,STG,5.14 - 5.18 * 3.25,11.3,63,56,"Crystal, Needle, Pinpoint",467.46,NO BGM
VN,ER-104,3515872079,GIA,ROUND,0.53,D,VS1,EX,EX,EX,STG,5.18 - 5.20 * 3.21,11.3,61.8,59,Crystal,467.46,NO BGM
IND,S25-3987,2546295209,GIA,ROUND,0.53,D,VS2,EX,EX,EX,NON,5.17 - 5.19 * 3.25,11.3,62.7,57,"Crystal, Feather",609.5,NO BGM
HK,S25-3646,3545259385,GIA,ROUND,0.53,D,VS2,EX,EX,EX,FNT,5.18 - 5.20 * 3.23,11.3,62.2,54,"Twinning Wisp, Indented Natural",563.13,NO BGM
VN,S25-3988,2547295187,GIA,ROUND,0.53,D,VS2,EX,EX,EX,MED,5.19 - 5.21 * 3.23,11.3,62.1,58,"Feather, Cloud, Crystal",510.13,NO BGM
IND,BBM-139,7521755400,GIA,ROUND,0.53,D,VS2,EX,EX,EX,VSTG,5.15 - 5.18 * 3.23,11.3,62.5,57,Crystal,390.88,NO BGM
HK,GD-58,2526561895,GIA,ROUND,0.53,D,SI1,EX,EX,EX,FNT,5.14 - 5.17 * 3.23,11.3,62.7,58,Crystal,443.08,NO BGM
VN,BBA-42,2.5E+11,GIA,ROUND,0.53,D,SI2,EX,EX,EX,NON,5.22 - 5.24 * 3.15,11.3,60.3,60,,310.05,NO BGM
IND,BBG-215,5523600058,GIA,ROUND,0.53,E,IF,EX,EX,EX,NON,5.23 - 5.25 * 3.19,11.3,60.8,57,"Surface Graining, Minor Details of Polish",956.12,NO BGM
HK,BBI-429,7526735011,GIA,ROUND,0.53,E,IF,EX,EX,EX,NON,5.27 - 5.29 * 3.17,11.3,60.1,60,"Surface Graining, Minor Details of Polish",956.12,NO BGM
VN,GS-7,1523561978,GIA,ROUND,0.53,E,IF,EX,EX,EX,NON,5.14 - 5.17 * 3.23,11.3,62.8,57,"Surface Graining, Minor Details of Polish",956.12,NO BGM
IND,S25-724,6531766821,GIA,ROUND,0.53,E,IF,EX,EX,EX,FNT,5.15 - 5.18 * 3.25,11.3,62.9,58,"Surface Graining, Minor Details of Polish",827.86,NO BGM
HK,BBT-11,5536115591,GIA,ROUND,0.53,E,VVS2,EX,EX,EX,MED,5.12 - 5.15 * 3.25,11.3,63.3,56,"Pinpoint, Indented Natural",509.33,NO BGM
VN,GM-74,6535204284,GIA,ROUND,0.53,E,VVS2,EX,EX,EX,MED,5.14 - 5.18 * 3.24,11.3,62.8,57,"Pinpoint, Feather",509.33,NO BGM
IND,FQ-153,2527066912,GIA,ROUND,0.53,E,VVS2,EX,EX,EX,STG,5.24 - 5.26 * 3.16,11.3,60.1,60,"Needle, Pinpoint, Cloud",476.47,NO BGM
HK,S25-1901,6542003193,GIA,ROUND,0.53,E,VS2,EX,EX,EX,NON,5.14 - 5.18 * 3.24,11.3,62.7,57,"Cloud, Needle, Crystal",499.79,NO BGM
VN,S25-3675,2547259300,GIA,ROUND,0.53,E,VS2,EX,EX,EX,NON,5.17 - 5.19 * 3.25,11.3,62.8,56,"Feather, Cloud",505.88,NO BGM
IND,FW-139,2526143037,GIA,ROUND,0.53,E,VS2,EX,EX,EX,NON,5.18 - 5.20 * 3.24,11.3,62.5,57,"Cloud, Crystal",493.69,NO BGM
HK,GP-43,6525667300,GIA,ROUND,0.53,E,VS2,EX,EX,EX,NON,5.23 - 5.26 * 3.15,11.3,60.1,59,"Cloud, Crystal",493.69,NO BGM
VN,G25-4714,6532859570,GIA,ROUND,0.53,E,VS2,EX,EX,EX,NON,5.15 - 5.18 * 3.25,11.3,62.9,57,"Crystal, Cloud, Needle",499.79,NO BGM
IND,BAK-267,1515813831,GIA,ROUND,0.53,E,VS2,EX,EX,EX,MED,5.19 - 5.21 * 3.26,11.3,62.7,56,Crystal,444.94,NO BGM
HK,HY-9,7536050140,GIA,ROUND,0.53,E,SI1,EX,EX,EX,NON,5.15 - 5.17 * 3.25,11.3,63,57,"Cloud, Crystal",418.7,NO BGM
VN,ID25-48,3535511827,GIA,ROUND,0.53,E,SI1,EX,EX,EX,FNT,5.21 - 5.23 * 3.15,11.3,60.4,58,"Crystal, Feather",402.8,NO BGM
IND,ZH-2612,3505256525,GIA,ROUND,0.53,E,SI1,EX,EX,EX,FNT,5.22 - 5.24 * 3.19,11.3,61.1,57,"TWINNING WISP, FEATHER",386.9,NO BGM
HK,BBR-64,5526871774,GIA,ROUND,0.53,E,SI2,EX,EX,EX,NON,5.17 - 5.19 * 3.20,11.3,61.8,59,Cloud,373.92,NO BGM
VN,S25-3889,6542284290,GIA,ROUND,0.53,E,SI2,EX,EX,EX,NON,5.15 - 5.18 * 3.23,11.3,62.5,57,Cloud,409.95,NO BGM
IND,GU-6,6522854676,GIA,ROUND,0.53,E,SI2,EX,EX,EX,NON,5.18 - 5.19 * 3.24,11.3,62.5,57,"Cloud, Crystal, Feather",373.92,NO BGM
HK,BBR-7,7528897624,GIA,ROUND,0.53,F,IF,EX,EX,EX,FNT,5.19 - 5.21 * 3.20,11.3,61.6,60,Minor Details of Polish,634.41,NO BGM
VN,BBS-66,2527941837,GIA,ROUND,0.53,F,IF,EX,EX,EX,MED,5.12 - 5.16 * 3.25,11.3,63.2,56,Minor Details of Polish,594.13,NO BGM
IND,FE-146,6515802390,GIA,ROUND,0.53,F,VVS1,EX,EX,EX,NON,5.16 - 5.18 * 3.24,11.3,62.7,56,"Pinpoint, Cloud, Feather, Indented Natural",682.11,NO BGM
HK,G25-9238,7546345107,GIA,ROUND,0.53,F,VVS1,EX,EX,EX,NON,5.18 - 5.21 * 3.21,11.3,61.7,58,"Pinpoint, Feather",708.35,NO BGM
VN,G25-5180,6545076868,GIA,ROUND,0.53,F,VVS2,EX,EX,EX,NON,5.13 - 5.18 * 3.24,11.3,62.9,56,"Cloud, Needle, Pinpoint, Feather",578.76,NO BGM
IND,IL25-122,1535558441,GIA,ROUND,0.53,F,VS1,EX,EX,EX,FNT,5.16 - 5.20 * 3.23,11.3,62.4,57,"Crystal, Cloud, Pinpoint",489.72,NO BGM
HK,G25-7192,6545200136,GIA,ROUND,0.53,F,VS1,EX,EX,EX,MED,5.16 - 5.20 * 3.25,11.3,62.8,56,"Crystal, Pinpoint",464.28,NO BGM
VN,DD-258,6511305953,GIA,ROUND,0.53,F,VS1,EX,EX,EX,STG,5.17 - 5.21 * 3.22,11.3,62,59,"Crystal, Pinpoint",426.12,NO BGM
IND,G25-5159,7548079092,GIA,ROUND,0.53,F,VS1,EX,EX,EX,STG,5.13 - 5.17 * 3.22,11.3,62.5,59,"Crystal, Feather, Cloud, Pinpoint",432.48,NO BGM
HK,G25-7591,7546225169,GIA,ROUND,0.53,F,VS1,EX,EX,EX,STG,5.16 - 5.19 * 3.21,11.3,62.1,57,"Crystal, Cloud, Needle, Pinpoint",400.68,NO BGM
VN,S25-4190,3545326783,GIA,ROUND,0.53,F,VS2,EX,EX,EX,NON,5.12 - 5.16 * 3.25,11.3,63.3,56,Crystal,489.72,NO BGM
IND,G25-346,7536690769,GIA,ROUND,0.53,F,VS2,EX,EX,EX,NON,5.16 - 5.20 * 3.21,11.3,62,57,"Cloud, Crystal, Feather",489.72,NO BGM
HK,BBO-47,7526886644,GIA,ROUND,0.53,F,VS2,EX,EX,EX,STG,5.15 - 5.16 * 3.25,11.3,63.2,56,"Cloud, Crystal",408.1,NO BGM
VN,EU-58,7518705166,GIA,ROUND,0.53,F,VS2,EX,EX,EX,STG,5.13 - 5.16 * 3.22,11.3,62.6,56,Crystal,408.1,NO BGM
IND,HY-251,3535278832,GIA,ROUND,0.53,F,SI1,EX,EX,EX,NON,5.15 - 5.17 * 3.24,11.3,62.7,58,"Cloud, Crystal",402.8,NO BGM
HK,S25-2748,6542180819,GIA,ROUND,0.53,F,SI1,EX,EX,EX,MED,5.18 - 5.19 * 3.25,11.3,62.6,57,"Crystal, Feather",367.56,NO BGM
VN,FX-11,5523315652,GIA,ROUND,0.53,F,SI1,EX,EX,EX,STG,5.22 - 5.26 * 3.20,11.3,61.1,59,"Cloud, Crystal",342.38,NO BGM
IND,AXS-136,2.4E+11,GIA,ROUND,0.53,F,SI2,EX,EX,EX,NON,5.13 - 5.16 * 3.24,11.3,63,56,,212,NO BGM
HK,HO-4,7528972754,GIA,ROUND,0.53,F,SI2,EX,EX,EX,NON,5.15 - 5.19 * 3.24,11.3,62.7,59,"Crystal, Cloud",356.16,NO BGM
VN,YK-320,5234314265,GIA,ROUND,0.53,F,SI2,EX,EX,EX,NON,5.19 - 5.23 * 3.16,11.3,60.6,59,"Cloud, Crystal",254.4,NO BGM
IND,G25-6411,6542156649,GIA,ROUND,0.53,F,SI2,EX,EX,EX,MED,5.16 - 5.18 * 3.24,11.3,62.6,56,"Twinning Wisp, Feather",343.44,NO BGM
HK,S25-720,1538765218,GIA,ROUND,0.53,G,IF,EX,EX,EX,NON,5.12 - 5.15 * 3.25,11.3,63.3,56,Minor Details of Polish,602.08,NO BGM
VN,GN-415,2527339045,GIA,ROUND,0.53,G,IF,EX,EX,EX,NON,5.14 - 5.18 * 3.25,11.3,62.9,56,Minor Details of Polish,602.08,NO BGM
IND,GN-781,1523294467,GIA,ROUND,0.53,G,IF,EX,EX,EX,NON,5.25 - 5.27 * 3.18,11.3,60.5,58,Minor Details of Polish,593.6,NO BGM
HK,IN25-363,7531666947,GIA,ROUND,0.53,G,IF,EX,EX,EX,NON,5.18 - 5.22 * 3.18,11.3,61.3,60,Minor Details of Polish,610.56,NO BGM
VN,G25-2356,2537741093,GIA,ROUND,0.53,G,IF,EX,EX,EX,NON,5.18 - 5.22 * 3.24,11.3,62.2,60,Minor Details of Polish,610.56,NO BGM
IND,AWJ-262,1489731526,GIA,ROUND,0.53,G,IF,EX,EX,EX,MED,5.13 - 5.16 * 3.26,11.3,63.3,58,Minor Details of Polish,525.76,NO BGM
HK,BAO-40,1517965229,GIA,ROUND,0.53,G,IF,EX,EX,EX,MED,5.14 - 5.18 * 3.24,11.3,62.8,57,Minor Details of Polish,525.76,NO BGM
VN,FK-11,1529022399,GIA,ROUND,0.53,G,VVS2,EX,EX,EX,MED,5.13 - 5.16 * 3.23,11.3,62.9,57,"Feather, Pinpoint, Internal Graining, Surface Graining",457.13,NO BGM
IND,BAX-91,7521449297,GIA,ROUND,0.53,G,VVS2,EX,EX,EX,STG,5.19 - 5.21 * 3.23,11.3,62.2,58,Pinpoint,430.63,NO BGM
HK,G25-1644,3535873670,GIA,ROUND,0.53,G,VS2,EX,EX,EX,NON,5.23 - 5.25 * 3.17,11.3,60.6,59,"Cloud, Crystal, Feather",456.33,NO BGM
VN,G25-2080,6532551297,GIA,ROUND,0.53,G,VS2,EX,EX,EX,NON,5.16 - 5.20 * 3.21,11.3,62,59,"Cloud, Crystal",456.33,NO BGM
IND,G25-2406,6531741132,GIA,ROUND,0.53,G,VS2,EX,EX,EX,NON,5.18 - 5.21 * 3.18,11.3,61.2,60,Crystal,456.33,NO BGM
HK,S25-3133,1545208174,GIA,ROUND,0.53,G,VS2,EX,EX,EX,FNT,5.16 - 5.17 * 3.24,11.3,62.8,57,Crystal,434.07,NO BGM
VN,IK25-40,3535511612,GIA,ROUND,0.53,G,VS2,EX,EX,EX,FNT,5.14 - 5.17 * 3.24,11.3,62.7,57,"Crystal, Cloud",428.5,NO BGM
IND,BAO-74,7518965146,GIA,ROUND,0.53,G,VS2,EX,EX,EX,STG,5.19 - 5.21 * 3.18,11.3,61.1,61,"Crystal, Feather",383.99,NO BGM
HK,GW-48,6522741381,GIA,ROUND,0.53,G,VS2,EX,EX,EX,STG,5.22 - 5.24 * 3.17,11.3,60.6,60,"Crystal, Feather",383.99,NO BGM
VN,G25-4919,2547064981,GIA,ROUND,0.53,G,SI2,EX,EX,EX,NON,5.17 - 5.19 * 3.20,11.3,61.9,59,Crystal,345.82,NO BGM
IND,S25-27,7531666634,GIA,ROUND,0.53,G,SI2,EX,EX,EX,FNT,5.16 - 5.17 * 3.25,11.3,62.9,56,Crystal,329.93,NO BGM
HK,BBC-43,1523427479,GIA,ROUND,0.53,H,IF,EX,EX,EX,NON,5.17 - 5.21 * 3.26,11.3,62.7,56,"Surface Graining, Minor Details of Polish",523.64,NO BGM
VN,BBV-114,7531064330,GIA,ROUND,0.53,H,IF,EX,EX,EX,FNT,5.18 - 5.21 * 3.19,11.3,61.3,59,Minor Details of Polish,496.08,NO BGM
IND,G25-3064,7536918577,GIA,ROUND,0.53,H,IF,EX,EX,EX,FNT,5.14 - 5.18 * 3.25,11.3,63,57,"Surface Graining, Minor Details of Polish",496.08,NO BGM
HK,SM-5,1469978709,GIA,ROUND,0.53,H,IF,EX,EX,EX,FNT,5.14 - 5.18 * 3.24,11.3,62.7,56,Minor Details of Polish,427.18,NO BGM
VN,S25-3279,2544224973,GIA,ROUND,0.53,H,VVS1,EX,EX,EX,NON,5.15 - 5.19 * 3.25,11.3,62.9,57,"Cloud, Pinpoint, Feather",505.88,NO BGM
IND,S25-688,2537765207,GIA,ROUND,0.53,H,VVS1,EX,EX,EX,FNT,5.18 - 5.20 * 3.25,11.3,62.6,58,"Pinpoint, Cloud, Feather",463.22,NO BGM
HK,S25-2612,2548150005,GIA,ROUND,0.53,H,VVS1,EX,EX,EX,FNT,5.13 - 5.17 * 3.24,11.3,62.9,58,"Pinpoint, Feather, Surface Graining",463.22,NO BGM
VN,IP25-140,6531502944,GIA,ROUND,0.53,H,VVS1,EX,EX,EX,FNT,5.22 - 5.27 * 3.19,11.3,60.7,59,Pinpoint,457.13,NO BGM
IND,FM-288,1523366305,GIA,ROUND,0.53,H,VVS2,EX,EX,EX,MED,5.20 - 5.24 * 3.16,11.3,60.6,59,"Pinpoint, Surface Graining",413.93,NO BGM
HK,BAI-123,2516754918,GIA,ROUND,0.53,H,VS1,EX,EX,EX,NON,5.16 - 5.18 * 3.23,11.3,62.6,57,"Crystal, Cloud, Feather, Needle",439.63,NO BGM
VN,BAV-124,6522276416,GIA,ROUND,0.53,H,VS1,EX,EX,EX,NON,5.19 - 5.23 * 3.18,11.3,61,60,"Cloud, Needle, Pinpoint",439.63,NO BGM
IND,S25-690,2537765198,GIA,ROUND,0.53,H,VS1,EX,EX,EX,NON,5.16 - 5.19 * 3.23,11.3,62.4,57,"Feather, Pinpoint",445.2,NO BGM
HK,IG25-268,1537278640,GIA,ROUND,0.53,H,VS1,EX,EX,EX,NON,5.14 - 5.17 * 3.25,11.3,63,56,"Crystal, Pinpoint, Needle",439.63,NO BGM
VN,G25-1489,5533808453,GIA,ROUND,0.53,H,VS1,EX,EX,EX,NON,5.12 - 5.16 * 3.24,11.3,63,57,"Cloud, Crystal, Pinpoint",439.63,NO BGM
IND,G25-4073,2534983022,GIA,ROUND,0.53,H,VS1,EX,EX,EX,NON,5.13 - 5.17 * 3.23,11.3,62.7,56,"Internal Graining, Crystal, Pinpoint",445.2,NO BGM
HK,G25-6827,1543185430,GIA,ROUND,0.53,H,VS1,EX,EX,EX,NON,5.13 - 5.17 * 3.22,11.3,62.4,58,"Crystal, Cloud, Feather, Pinpoint",445.2,NO BGM
VN,S25-3984,6542295226,GIA,ROUND,0.53,H,VS1,EX,EX,EX,MED,5.15 - 5.18 * 3.26,11.3,63,56,"Crystal, Needle, Pinpoint",400.68,NO BGM
IND,BCI-51,6535677911,GIA,ROUND,0.53,H,VS2,EX,EX,EX,FNT,5.15 - 5.17 * 3.24,11.3,62.7,57,"Cloud, Crystal",397.5,NO BGM
HK,ZH-6497,6521150578,GIA,ROUND,0.53,H,VS2,EX,EX,EX,MED,5.18 - 5.21 * 3.23,11.3,62.1,59,"Crystal, Cloud",360.4,NO BGM
VN,GD-782,1525718866,GIA,ROUND,0.53,H,SI1,EX,EX,EX,NON,5.14 - 5.18 * 3.21,11.3,62.1,58,Crystal,369.41,NO BGM
IND,GD-833,3525592741,GIA,ROUND,0.53,H,SI1,EX,EX,EX,NON,5.16 - 5.19 * 3.24,11.3,62.6,57,Crystal,369.41,NO BGM
HK,G25-2826,2536901490,GIA,ROUND,0.53,H,SI1,EX,EX,EX,NON,5.15 - 5.17 * 3.24,11.3,62.7,58,"Crystal, Cloud",373.92,NO BGM
VN,XP-165,7491146925,GIA,ROUND,0.53,H,SI1,EX,EX,EX,NON,5.16 - 5.18 * 3.25,11.3,62.9,57,"Crystal, Feather",369.41,NO BGM
IND,GP-246,5526822488,GIA,ROUND,0.53,H,SI2,EX,EX,EX,NON,5.18 - 5.20 * 3.18,11.3,61.2,60,"Crystal, Cloud",333.9,NO BGM
HK,G25-9129,6545325572,GIA,ROUND,0.53,H,SI2,EX,EX,EX,NON,5.14 - 5.18 * 3.25,11.3,62.9,56,Crystal,281.96,NO BGM
VN,ID25-95,2534577873,GIA,ROUND,0.53,H,SI2,EX,EX,EX,FNT,5.15 - 5.18 * 3.24,11.3,62.8,56,Cloud,330.19,NO BGM
IND,S25-3944,2548298301,GIA,ROUND,0.53,I,IF,EX,EX,EX,FNT,5.13 - 5.17 * 3.25,11.3,63.2,55,Minor Details of Polish,469.31,NO BGM
HK,IF25-232,7538459752,GIA,ROUND,0.53,I,IF,EX,EX,EX,FNT,5.12 - 5.17 * 3.23,11.3,62.8,57,"Surface Graining, Minor Details of Polish",463.22,NO BGM
VN,HZ-20,2536056577,GIA,ROUND,0.53,I,VVS2,EX,EX,EX,MED,5.15 - 5.17 * 3.22,11.3,62.4,56,"Pinpoint, Internal Graining, Surface Graining",352.45,NO BGM
IND,BBM-115,2527721041,GIA,ROUND,0.53,I,VVS2,EX,EX,EX,STG,5.17 - 5.18 * 3.24,11.3,62.7,57,"Pinpoint, Cloud",337.35,NO BGM
HK,BBO-273,2524887774,GIA,ROUND,0.53,I,VVS2,EX,EX,EX,STG,5.15 - 5.17 * 3.26,11.3,63.2,56,"Pinpoint, Cloud, Indented Natural",307.13,NO BGM
VN,EY-154,2516690103,GIA,ROUND,0.53,I,VVS2,EX,EX,EX,STG,5.15 - 5.18 * 3.21,11.3,62.2,60,"Cloud, Feather, Pinpoint",337.35,NO BGM
IND,G25-1491,2537808270,GIA,ROUND,0.53,I,VS1,EX,EX,EX,FNT,5.15 - 5.18 * 3.23,11.3,62.6,56,"Needle, Pinpoint",376.83,NO BGM
HK,G25-8431,2546283390,GIA,ROUND,0.53,I,VS1,EX,EX,EX,FNT,5.16 - 5.20 * 3.25,11.3,62.7,57,"Crystal, Cloud, Needle, Pinpoint",381.6,NO BGM
VN,HI-41,2527667891,GIA,ROUND,0.53,I,VS1,EX,EX,EX,STG,5.24 - 5.26 * 3.16,11.3,60.1,58,"Crystal, Pinpoint",329.13,NO BGM
IND,G25-7185,6542200537,GIA,ROUND,0.53,I,VS1,EX,EX,EX,STG,5.16 - 5.19 * 3.24,11.3,62.6,57,"Crystal, Feather, Pinpoint",305.28,NO BGM
HK,BCC-8,6531481175,GIA,ROUND,0.53,I,VS2,EX,EX,EX,FNT,5.15 - 5.18 * 3.24,11.3,62.8,56,Crystal,328.87,NO BGM
VN,FE-30,1513872074,GIA,ROUND,0.53,I,VS2,EX,EX,EX,FNT,5.17 - 5.21 * 3.22,11.3,62,58,"Crystal, Cloud",333.37,NO BGM
IND,ZH-1639,7428835582,GIA,ROUND,0.53,I,SI1,EX,EX,EX,NON,5.18 - 5.20 * 3.23,11.3,62.2,59,"CRYSTAL, CLOUD",302.1,NO BGM
HK,HO-63,6522906711,GIA,ROUND,0.53,I,SI1,EX,EX,EX,FNT,5.18 - 5.20 * 3.19,11.3,61.5,58,Twinning Wisp,298.13,NO BGM
VN,G25-8094,6541258981,GIA,ROUND,0.53,I,SI1,EX,EX,EX,FNT,5.15 - 5.19 * 3.23,11.3,62.4,57,"Crystal, Cloud",302.1,NO BGM
IND,S25-2609,6545147957,GIA,ROUND,0.53,J,IF,EX,EX,EX,FNT,5.16 - 5.18 * 3.25,11.3,62.9,57,Minor Details of Polish,412.87,NO BGM
HK,S25-3234,6542224959,GIA,ROUND,0.53,J,VVS1,EX,EX,EX,FNT,5.21 - 5.24 * 3.19,11.3,61.1,60,Pinpoint,364.9,NO BGM
VN,G25-5878,6545102738,GIA,ROUND,0.53,J,VVS1,EX,EX,EX,FNT,5.14 - 5.17 * 3.21,11.3,62.3,58,"Pinpoint, Feather",364.9,NO BGM
IND,G25-6790,6542180648,GIA,ROUND,0.53,J,VVS1,EX,EX,EX,STG,5.16 - 5.20 * 3.23,11.3,62.4,57,"Cloud, Pinpoint, Internal Graining, Surface Graining",328.87,NO BGM
HK,G25-3614,2536958742,GIA,ROUND,0.53,J,VS1,EX,EX,EX,NON,5.17 - 5.20 * 3.23,11.3,62.2,58,"Cloud, Feather",345.82,NO BGM
VN,S25-2536,2546137500,GIA,ROUND,0.53,J,VS1,EX,EX,EX,FNT,5.16 - 5.18 * 3.25,11.3,62.8,57,"Crystal, Cloud, Needle, Pinpoint",329.93,NO BGM
IND,S25-3346,7546234438,GIA,ROUND,0.53,J,VS2,EX,EX,EX,MED,5.16 - 5.19 * 3.25,11.3,62.8,57,"Crystal, Cloud, Feather",300.51,NO BGM
HK,AZU-66,1517256929,GIA,ROUND,0.53,J,SI1,EX,EX,EX,NON,5.22 - 5.26 * 3.17,11.3,60.4,60,"Crystal, Cloud, Feather",292.82,NO BGM
VN,BAY-356,710598453,GIA,ROUND,0.53,J,SI1,EX,EX,EX,NON,5.16 - 5.19 * 3.25,11.3,62.6,56,,199.81,NO BGM
IND,G25-4910,1545064532,GIA,ROUND,0.53,J,SI1,EX,EX,EX,NON,5.16 - 5.19 * 3.25,11.3,62.8,58,Cloud,310.05,NO BGM
HK,BI-470,5503488861,GIA,ROUND,0.53,J,SI2,EX,EX,EX,NON,5.15 - 5.18 * 3.24,11.3,62.7,58,"Crystal, Cloud",276.66,NO BGM
VN,BCD-58,7536523892,GIA,ROUND,0.53,K,IF,EX,EX,EX,NON,5.14 - 5.17 * 3.24,11.3,62.8,57,Minor Details of Polish,398.56,NO BGM
IND,BBR-339,1525940659,GIA,ROUND,0.53,K,VVS1,EX,EX,EX,NON,5.15 - 5.17 * 3.25,11.3,62.9,56,"Cloud, Chip, Surface Graining",353.77,NO BGM
HK,S25-4043,6542303765,GIA,ROUND,0.53,K,VVS1,EX,EX,EX,FNT,5.11 - 5.15 * 3.24,11.3,63.1,57,Pinpoint,341.85,NO BGM
VN,GD-1636,6522653867,GIA,ROUND,0.53,K,VVS1,EX,EX,EX,FNT,5.15 - 5.18 * 3.24,11.3,62.8,57,"Pinpoint, Internal Graining",337.88,NO BGM
IND,GM-281,1538055885,GIA,ROUND,0.53,K,VVS1,EX,EX,EX,FNT,5.12 - 5.16 * 3.23,11.3,62.7,58,Pinpoint,337.88,NO BGM
HK,G25-8877,6541298273,GIA,ROUND,0.53,K,VVS1,EX,EX,EX,FNT,5.18 - 5.22 * 3.22,11.3,61.9,57,"Pinpoint, Feather",345.82,NO BGM
VN,S25-3179,1548217172,GIA,ROUND,0.53,K,VVS2,EX,EX,EX,MED,5.17 - 5.19 * 3.25,11.3,62.7,56,"Cloud, Pinpoint",311.64,NO BGM
IND,EU-73,7512727564,GIA,ROUND,0.53,K,VS1,EX,EX,EX,NON,5.15 - 5.18 * 3.24,11.3,62.7,57,"Crystal, Cloud, Needle, Pinpoint",316.94,NO BGM
HK,G25-7306,1545152224,GIA,ROUND,0.53,K,VS2,EX,EX,EX,FNT,5.14 - 5.18 * 3.24,11.3,62.8,58,Crystal,295.74,NO BGM
VN,G25-2025,7531551567,GIA,ROUND,0.53,K,VS2,EX,EX,EX,STG,5.13 - 5.17 * 3.23,11.3,62.7,58,"Crystal, Cloud, Feather",270.3,NO BGM
IND,G25-5326,5543065143,GIA,ROUND,0.53,K,SI1,EX,EX,EX,MED,5.14 - 5.17 * 3.23,11.3,62.7,56,"Cloud, Crystal",279.84,NO BGM
HK,HU-32,6532044839,GIA,ROUND,0.53,L,SI1,EX,EX,EX,NON,5.16 - 5.19 * 3.25,11.3,62.8,56,"Crystal, Cloud",268.18,NO BGM
